date,region,district,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,month,year,pct_change,zscore,is_spike,spike_severity
2025-03-15,Southern Region,Machinga,Nserema,2133,-14.72,35.55,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1500.0,0.87,3,2025,328.57142857142856,3.1103576979998473,True,Critical
2025-04-15,Southern Region,Mangochi,Makanjira,3628,-13.71,35.04,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1400.0,0.82,4,2025,366.6666666666667,3.065214257738479,True,Critical
2025-09-15,Southern Region,Mangochi,Makanjira,3628,-13.71,35.04,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,3800.0,2.19,9,2025,153.33333333333331,2.7080836048865593,True,Critical
2025-04-15,Southern Region,Mangochi,Mangochi Boma,787,-14.48,35.26,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1205.88,0.7,4,2025,247.01582733812955,3.1263949501768433,True,Critical
2025-02-15,Southern Region,Mangochi,Mangochi Boma,787,-14.48,35.26,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1662.5,0.96,2,2025,96.7455621301775,2.9977483009007417,True,Critical
2025-04-15,Central Region,Mchinji,Mchinji Boma,789,-13.8,32.9,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,820.59,0.48,4,2025,188.94014084507043,3.0649440343522376,True,Critical
2025-02-15,Central Region,Mchinji,Mchinji Boma,789,-13.8,32.9,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1275.0,0.74,2,2025,70.0,2.549820560940986,True,Critical
2025-02-15,Central Region,Mchinji,Mkanda,792,-13.52,32.95,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1302.63,0.76,2,2025,88.78695652173914,2.621932416480378,True,Critical
2022-05-15,Central Region,Mchinji,Waliranji,2116,-13.98,33.28,pulses and nuts,Beans,50,KG,aggregate,Retail,MWK,6100.0,7.54,5,2022,838.4615384615385,3.006155643131807,True,Critical
2025-04-15,Central Region,Mchinji,Waliranji,2116,-13.98,33.28,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,941.67,0.55,4,2025,245.5669724770642,3.1034228588953185,True,Critical
2025-02-15,Central Region,Mchinji,Waliranji,2116,-13.98,33.28,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1307.89,0.76,2,2025,80.39862068965517,2.6307759698735707,True,Critical
2025-04-15,Southern Region,Mulanje,Chinakanaka,2121,-15.99,35.4,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,935.0,0.54,4,2025,166.0028449502134,3.06811543281179,True,Critical
2026-03-15,Southern Region,Mulanje,Chinakanaka,2121,-15.99,35.4,cereals and tubers,Sweet potatoes,87,KG,aggregate,Retail,MWK,2778.0,1.6,3,2026,399.64028776978415,3.0261227841195986,True,Critical
2023-01-15,Southern Region,Mulanje,Chitakale,2123,-16.01,35.49,pulses and nuts,Beans,50,KG,aggregate,Retail,MWK,2300.0,2.29,1,2023,84.00000000000001,2.9393535416695196,True,Critical
2022-09-15,Southern Region,Mulanje,Chitakale,2123,-16.01,35.49,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,355.0,0.35,9,2022,77.49999999999999,3.037351795891765,True,Critical
2025-04-15,Southern Region,Mulanje,Chitakale,2123,-16.01,35.49,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1204.17,0.7,4,2025,239.20281690140848,3.121786791297516,True,Critical
2025-04-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,913.33,0.53,4,2025,156.19354838709677,3.0591667847786876,True,Critical
2023-09-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,1475.0,1.35,9,2023,73.52941176470588,2.8286131879661,True,Critical
2022-09-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,370.0,0.36,9,2022,68.18181818181819,3.0097965338946278,True,Critical
2025-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1233.33,0.72,4,2025,233.3324324324324,3.1125613516915167,True,Critical
2023-04-15,Southern Region,Mulanje,Muloza,797,-16.08,35.73,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,1175.0,1.16,4,2023,67.85714285714286,2.936068873186228,True,Critical
2022-09-15,Southern Region,Mulanje,Muloza,797,-16.08,35.73,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,361.5,0.36,9,2022,64.31818181818181,2.849107383187032,True,Critical
