date,region,district,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,month,year,price_pct_change
2021-04-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300.0,0.39,4,2021,0.0
2025-04-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1000.0,0.58,4,2025,233.33333333333334
2025-05-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1769.23,1.02,5,2025,76.923
2025-06-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1966.67,1.13,6,2025,11.159657025937841
2025-07-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,2000.0,1.15,7,2025,1.6947428902662764
2025-08-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,2000.0,1.15,8,2025,0.0
2020-11-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,300.0,0.4,11,2020,
2020-12-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,300.0,0.4,12,2020,0.0
2021-01-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,317.5,0.42,1,2021,5.833333333333335
2021-02-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,325.0,0.43,2,2021,2.3622047244094446
2021-03-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,325.0,0.42,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,325.0,0.42,4,2021,0.0
2020-11-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300.0,0.4,11,2020,
2020-12-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300.0,0.4,12,2020,0.0
2021-01-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300.0,0.39,1,2021,0.0
2021-02-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300.0,0.39,2,2021,0.0
2021-03-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300.0,0.39,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300.0,0.39,4,2021,0.0
2020-11-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,40.0,0.052,1,2021,-19.999999999999996
2021-02-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,35.71,0.047,2,2021,-10.724999999999996
2021-03-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,35.71,0.046,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,35.71,0.046,4,2021,0.0
2025-05-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,200.0,0.12,5,2025,460.06720806496776
2025-06-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,246.67,0.14,6,2025,23.334999999999994
2025-07-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,250.0,0.14,7,2025,1.3499817570032935
2025-08-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,300.0,0.17,8,2025,19.999999999999996
2020-11-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.065,1,2021,0.0
2021-02-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.066,2,2021,0.0
2021-03-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.065,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,30.0,0.039,4,2021,-40.0
2025-04-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,100.0,0.058,4,2025,233.33333333333334
2025-05-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,100.0,0.058,5,2025,0.0
2025-06-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,193.33,0.11,6,2025,93.33
2025-07-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,200.0,0.12,7,2025,3.450059483784207
2025-08-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,2000.0,1.15,8,2025,900.0
2020-11-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,50.0,0.065,1,2021,0.0
2021-02-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,50.0,0.066,2,2021,0.0
2021-03-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,50.0,0.065,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,50.0,0.064,4,2021,0.0
2025-05-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,200.0,0.12,5,2025,300.0
2025-06-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,200.0,0.12,6,2025,0.0
2025-08-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,300.0,0.17,8,2025,50.0
2020-11-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,29.51,0.039,11,2020,
2020-12-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,29.51,0.039,12,2020,0.0
2021-01-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,28.45,0.037,1,2021,-3.592002710945452
2021-02-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,28.0,0.037,2,2021,-1.5817223198594021
2021-03-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,28.0,0.036,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,28.0,0.036,4,2021,0.0
2020-11-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,74.5,0.098,1,2021,49.0
2021-02-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,50.0,0.066,2,2021,-32.88590604026845
2021-03-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,60.0,0.077,3,2021,19.999999999999996
2021-04-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,50.0,0.064,4,2021,-16.666666666666664
2025-04-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,200.0,0.12,4,2025,300.0
2025-05-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,226.92,0.13,5,2025,13.459999999999983
2025-06-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,293.33,0.17,6,2025,29.265820553499022
2025-07-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,400.0,0.23,7,2025,36.36518596802236
2025-08-15,Southern Region,Mulanje,Limbuli,2126,-16.07,35.71,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,500.0,0.29,8,2025,25.0
2020-11-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,85.0,0.11,1,2021,70.0
2021-02-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.066,2,2021,-41.17647058823529
2021-03-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.065,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.064,4,2021,0.0
2025-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,200.0,0.12,4,2025,300.0
2025-05-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,200.0,0.12,5,2025,0.0
2020-11-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,100.0,0.13,11,2020,
2020-12-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,100.0,0.13,12,2020,0.0
2021-01-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,65.0,0.085,1,2021,-35.0
2021-02-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,50.0,0.066,2,2021,-23.076923076923073
2021-03-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,50.0,0.065,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,50.0,0.064,4,2021,0.0
2025-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,300.0,0.17,4,2025,500.0
2025-05-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,200.0,0.12,5,2025,-33.333333333333336
2025-06-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,300.0,0.17,6,2025,50.0
2025-07-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,500.0,0.29,7,2025,66.66666666666667
2025-08-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,400.0,0.23,8,2025,-19.999999999999996
2021-01-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,100.0,0.13,1,2021,
2021-02-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.066,2,2021,-50.0
2021-03-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.065,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,100.0,0.13,4,2021,100.0
2020-11-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,35.71,0.048,11,2020,
2020-12-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,35.71,0.048,12,2020,0.0
2021-01-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,34.04,0.045,1,2021,-4.676561187342488
2021-02-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,33.33,0.044,2,2021,-2.0857814336075253
2021-03-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,33.33,0.043,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,30.55,0.039,4,2021,-8.340834083408332
2025-05-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,200.0,0.12,5,2025,554.6644844517185
2025-06-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,250.0,0.14,6,2025,25.0
2025-07-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,275.0,0.16,7,2025,10.000000000000009
2025-08-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,300.0,0.17,8,2025,9.090909090909083
2021-01-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,100.0,0.13,1,2021,
2021-02-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.066,2,2021,-50.0
2021-03-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.065,3,2021,0.0
2020-11-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,80.0,0.11,11,2020,
2020-12-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,84.12,0.11,12,2020,5.15000000000001
2021-01-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,94.0,0.12,1,2021,11.745126010461249
2021-02-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100.0,0.13,2,2021,6.382978723404253
2021-03-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100.0,0.13,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100.0,0.13,4,2021,0.0
2025-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,450.0,0.26,4,2025,350.0
2025-05-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,5,2025,11.111111111111116
2025-06-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,6,2025,0.0
2025-07-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,7,2025,0.0
2025-08-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,8,2025,0.0
2025-09-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,9,2025,0.0
2025-10-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,541.67,0.31,10,2025,8.333999999999996
2025-11-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,556.25,0.32,11,2025,2.6916757435338834
2025-12-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,12,2025,-10.1123595505618
2026-01-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,1,2026,0.0
2026-02-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,2,2026,0.0
2026-03-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,3,2026,0.0
2020-11-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.4,11,2020,
2020-12-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.4,12,2020,0.0
2021-01-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.39,1,2021,0.0
2021-02-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.39,2,2021,0.0
2021-03-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.39,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.39,4,2021,0.0
2025-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1500.0,0.87,4,2025,400.0
2025-05-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1500.0,0.87,5,2025,0.0
2025-06-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,2000.0,1.15,6,2025,33.33333333333333
2025-07-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1750.0,1.01,7,2025,-12.5
2025-08-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,2000.0,1.15,8,2025,14.28571428571428
2020-11-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,300.0,0.4,11,2020,
2020-12-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,300.0,0.4,12,2020,0.0
2021-01-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,300.0,0.39,1,2021,0.0
2021-02-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,350.0,0.46,2,2021,16.666666666666675
2021-03-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,350.0,0.45,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,350.0,0.45,4,2021,0.0
2020-11-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300.0,0.4,11,2020,
2020-12-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300.0,0.4,12,2020,0.0
2021-01-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300.0,0.39,1,2021,0.0
2021-02-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300.0,0.39,2,2021,0.0
2021-03-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300.0,0.39,3,2021,0.0
2021-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300.0,0.39,4,2021,0.0
2025-04-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1500.0,0.87,4,2025,400.0
2025-05-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1500.0,0.87,5,2025,0.0
2025-06-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1750.0,1.01,6,2025,16.666666666666675
2025-07-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1250.0,0.72,7,2025,-28.57142857142857
2025-08-15,Southern Region,Mulanje,Mulanje Boma,2130,-16.03,35.5,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,2000.0,1.15,8,2025,60.00000000000001
