date,region,district,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,month,year
2025-06-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1700.0,0.98,6,2025
2025-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1750.0,1.01,7,2025
2025-08-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,2000.0,1.15,8,2025
2025-09-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,10800.0,6.23,9,2025
2025-10-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,8000.0,4.61,10,2025
2025-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,8000.0,4.61,11,2025
2025-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,8000.0,4.61,12,2025
2026-01-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,8000.0,4.61,1,2026
2026-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,8000.0,4.61,2,2026
2026-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,8000.0,4.61,3,2026
2020-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,200.0,0.27,11,2020
2020-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,200.0,0.27,12,2020
2021-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,300.0,0.39,2,2021
2021-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,200.0,0.26,3,2021
2021-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,200.0,0.26,4,2021
2021-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,200.0,0.25,7,2021
2020-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,350.0,0.47,11,2020
2020-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,200.0,0.27,12,2020
2021-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,250.0,0.33,2,2021
2021-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,200.0,0.26,3,2021
2021-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,200.0,0.26,4,2021
2021-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,200.0,0.25,7,2021
2025-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,5000.0,2.91,4,2025
2025-05-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,4681.82,2.7,5,2025
2025-06-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,4500.0,2.6,6,2025
2025-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,4500.0,2.6,7,2025
2025-08-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,7000.0,4.04,8,2025
2025-09-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,6000.0,3.46,9,2025
2025-10-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,7000.0,4.04,10,2025
2026-01-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,14000.0,8.08,1,2026
2025-09-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,250.0,0.14,9,2025
2025-10-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,262.5,0.15,10,2025
2025-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,100.0,0.058,11,2025
2025-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,150.0,0.087,12,2025
2026-01-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,1000.0,0.58,1,2026
2026-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,800.0,0.46,2,2026
2026-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,400.0,0.23,3,2026
2020-01-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,341.29,0.47,1,2020
2020-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,325.86,0.45,2,2020
2020-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,270.23,0.37,3,2020
2020-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,162.5,0.22,4,2020
2020-05-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,170.0,0.23,5,2020
2021-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,198.0,0.26,2,2021
2021-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,171.0,0.22,3,2021
2021-08-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,160.67,0.2,8,2021
2021-09-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,171.0,0.21,9,2021
2021-10-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,168.12,0.21,10,2021
2021-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,166.25,0.21,11,2021
2021-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,175.0,0.22,12,2021
2022-01-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,200.0,0.25,1,2022
2022-08-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,342.5,0.34,8,2022
2022-09-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,320.0,0.32,9,2022
2025-09-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1570.0,0.91,9,2025
2025-10-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1358.65,0.78,10,2025
2025-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1246.67,0.72,11,2025
2025-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1191.18,0.69,12,2025
2026-01-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1073.39,0.62,1,2026
2026-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1096.43,0.63,2,2026
2026-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,865.32,0.5,3,2026
2026-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,400.0,0.23,4,2026
2020-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,195.0,0.26,11,2020
2020-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,190.0,0.25,12,2020
2021-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,175.0,0.23,2,2021
2021-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,92.5,0.12,3,2021
2021-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,117.5,0.15,4,2021
2021-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,115.0,0.14,7,2021
2023-01-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,530.0,0.53,1,2023
2023-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,600.0,0.59,2,2023
2023-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,575.0,0.55,3,2023
2023-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,516.67,0.51,4,2023
2023-06-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,520.83,0.51,6,2023
2023-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,677.5,0.65,7,2023
2023-08-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,785.0,0.73,8,2023
2023-09-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,773.33,0.71,9,2023
2023-10-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,820.67,0.71,10,2023
2023-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,800.0,0.48,11,2023
2023-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,850.0,0.51,12,2023
2024-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,772.22,0.46,2,2024
2024-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,570.0,0.34,3,2024
2024-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,650.0,0.37,4,2024
2024-05-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,800.0,0.46,5,2024
2024-06-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,800.0,0.46,6,2024
2024-09-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1000.0,0.58,9,2024
2024-10-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,900.0,0.52,10,2024
2024-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1000.0,0.58,11,2024
2024-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1137.5,0.66,12,2024
2025-01-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1400.0,0.82,1,2025
2025-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1703.57,0.99,2,2025
2025-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1396.87,0.81,3,2025
2025-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,500.0,0.29,4,2025
2025-05-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,500.0,0.29,5,2025
2025-08-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1600.0,0.92,8,2025
2025-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize flour,76,KG,aggregate,Retail,MWK,2000.0,1.16,3,2025
2025-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize flour,76,KG,aggregate,Retail,MWK,1953.33,1.14,4,2025
2025-05-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize flour,76,KG,aggregate,Retail,MWK,1870.97,1.08,5,2025
2025-06-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize flour,76,KG,aggregate,Retail,MWK,1877.17,1.08,6,2025
2025-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize flour,76,KG,aggregate,Retail,MWK,1892.31,1.09,7,2025
2025-08-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize flour,76,KG,aggregate,Retail,MWK,2000.0,1.15,8,2025
2020-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Millet,73,KG,aggregate,Retail,MWK,425.0,0.57,11,2020
2020-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Millet,73,KG,aggregate,Retail,MWK,450.0,0.6,12,2020
2021-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Millet,73,KG,aggregate,Retail,MWK,450.0,0.59,2,2021
2021-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Millet,73,KG,aggregate,Retail,MWK,475.0,0.61,3,2021
2021-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Millet,73,KG,aggregate,Retail,MWK,450.0,0.58,4,2021
2021-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Millet,73,KG,aggregate,Retail,MWK,500.0,0.62,7,2021
2025-10-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Millet,73,KG,aggregate,Retail,MWK,2000.0,1.15,10,2025
2025-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Millet,73,KG,aggregate,Retail,MWK,6000.0,3.46,11,2025
2025-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Millet,73,KG,aggregate,Retail,MWK,3000.0,1.73,12,2025
2020-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,64.0,0.085,11,2020
2020-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,62.0,0.083,12,2020
2021-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,60.0,0.079,2,2021
2021-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,50.0,0.065,3,2021
2021-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,40.0,0.052,4,2021
2021-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,50.0,0.062,7,2021
2025-05-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,200.0,0.12,5,2025
2020-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,1125.0,1.5,11,2020
2020-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,1150.0,1.53,12,2020
2021-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,1125.0,1.48,2,2021
2021-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,1150.0,1.49,3,2021
2021-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,1400.0,1.8,4,2021
2021-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,1150.0,1.43,7,2021
2025-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,7500.0,4.35,3,2025
2025-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,7383.33,4.3,4,2025
2025-05-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,7540.32,4.35,5,2025
2025-06-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,7775.0,4.48,6,2025
2025-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,6759.68,3.9,7,2025
2025-08-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,6522.58,3.76,8,2025
2025-09-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,7870.0,4.54,9,2025
2025-10-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,8242.11,4.75,10,2025
2025-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,9100.0,5.25,11,2025
2025-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,8450.05,4.87,12,2025
2026-01-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,8684.77,5.01,1,2026
2026-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,7962.5,4.59,2,2026
2026-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,7493.1,4.32,3,2026
2020-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.067,11,2020
2020-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.067,12,2020
2021-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.066,2,2021
2021-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.065,3,2021
2021-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,40.0,0.052,4,2021
2021-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.062,7,2021
2025-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,200.0,0.12,3,2025
2025-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,168.75,0.098,4,2025
2025-05-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,150.0,0.087,5,2025
2025-06-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,185.0,0.11,6,2025
2025-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,175.0,0.1,7,2025
2025-08-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,200.0,0.12,8,2025
2020-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,450.0,0.6,11,2020
2020-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,600.0,0.8,12,2020
2021-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,525.0,0.69,2,2021
2021-03-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,450.0,0.58,3,2021
2021-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,450.0,0.58,4,2021
2021-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,450.0,0.56,7,2021
2023-01-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,750.0,0.75,1,2023
2023-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,750.0,0.74,2,2023
2023-04-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,1000.0,0.99,4,2023
2023-06-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,1000.0,0.98,6,2023
2023-07-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,690.0,0.66,7,2023
2023-08-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,820.0,0.76,8,2023
2023-09-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,1066.67,0.97,9,2023
2023-10-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,1193.33,1.04,10,2023
2023-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,1250.0,0.75,11,2023
2023-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,1200.0,0.72,12,2023
2024-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,2350.0,1.41,2,2024
2024-05-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,2000.0,1.15,5,2024
2024-09-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,1925.0,1.12,9,2024
2024-10-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,2250.0,1.3,10,2024
2024-11-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,2450.0,1.41,11,2024
2024-12-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,2500.0,1.44,12,2024
2025-01-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,2852.94,1.66,1,2025
